query,source_id,source_title,source_release_year,source_genres,qdrant_rank,recommended_id,recommended_title,recommended_release_year,recommended_genres,vote_average,vote_count,popularity,recommendation_quality_score,similarity_score,genre_overlap,rating_norm,vote_count_norm,popularity_norm,quality_norm,hybrid_score,hybrid_rank,rank
Toy Story,862,Toy Story,1995,family comedy animation adventure,19,150540,Inside Out,2015,animation family adventure drama comedy,7.909,23485,22.3721,1.0,0.87870646,0.8,0.7908999999999999,0.5875215770645186,0.02537024953499802,1.0,0.7929621656326113,5,5
Toy Story,862,Toy Story,1995,family comedy animation adventure,35,1226863,The Super Mario Galaxy Movie,2026,family comedy adventure fantasy animation,8.166,2517,328.315,1.0,0.8729142,0.8,0.8166,0.06296750306456858,0.37231343843818304,1.0,0.7737992809358384,6,6
Toy Story,862,Toy Story,1995,family comedy animation adventure,18,82690,Wreck-It Ralph,2012,family animation comedy adventure,7.357,13081,10.2708,1.0,0.8789214,1.0,0.7357,0.32724589097640905,0.011647219479801076,1.0,0.7658099566416988,7,7
Toy Story,862,Toy Story,1995,family comedy animation adventure,48,14836,Coraline,2009,animation family fantasy,7.911,9008,34.8427,1.0,0.86864185,0.4,0.7910999999999999,0.22535211267605634,0.03951207054648761,1.0,0.7579533089523388,8,8
Toy Story,862,Toy Story,1995,family comedy animation adventure,33,1022789,Inside Out 2,2024,animation adventure comedy family,7.546,6706,29.2564,1.0,0.8732007,1.0,0.7546,0.16776324018712632,0.0331771343993508,1.0,0.7524439486229246,9,9
Toy Story,862,Toy Story,1995,family comedy animation adventure,7,420821,Chip 'n Dale: Rescue Rangers,2022,animation family comedy adventure mystery,6.989,1373,3.2127,1.0,0.8959844,0.8,0.6989,0.0343481850248918,0.00364324317704141,1.0,0.7500819618243842,10,10
Avatar,1096978,Avatar,2006,drama,5,8088,Broken Embraces,2009,drama romance thriller,7.154,715,1.4362,1.0,0.89896935,0.3333333333333333,0.7154,0.01788707377479799,0.0016286692971229412,1.0,0.7523635177527825,1,1
Avatar,1096978,Avatar,2006,drama,37,20941,Innocent Voices,2005,drama war,8.165,522,4.9544,1.0,0.88365424,0.5,0.8164999999999999,0.013058814699922448,0.0056183534087633335,1.0,0.7516459579146072,2,2
Avatar,1096978,Avatar,2006,drama,1,56810,The Blind Sunflowers,2008,drama,6.5,70,0.3615,1.0,0.90824646,1.0,0.65,0.0017511820478823205,0.0004099456558348024,1.0,0.7509413127597389,3,3
Avatar,1096978,Avatar,2006,drama,21,80184,The Hidden Face,2011,thriller mystery,7.303,1142,2.8338,1.0,0.8888414,0.0,0.7303,0.028569284266880143,0.0032135656971083353,1.0,0.7477294723401481,4,4
Avatar,1096978,Avatar,2006,drama,4,1407635,The Good Manners,2025,drama,6.5,20,0.3948,1.0,0.899864,1.0,0.65,0.0005003377279663773,0.0004477082847125311,1.0,0.7449761665981672,5,5
Avatar,1096978,Avatar,2006,drama,17,80713,Alone,1999,drama,7.019,54,0.8324,1.0,0.89054084,1.0,0.7019,0.0013509118655092188,0.0009439523206552961,1.0,0.7437427376116866,6,6
Avatar,1096978,Avatar,2006,drama,24,517331,The Realm,2018,thriller mystery drama,7.1,474,0.9416,1.0,0.88768077,0.3333333333333333,0.71,0.011858004152803142,0.0010677865270651453,1.0,0.7433999243891188,7,7
Avatar,1096978,Avatar,2006,drama,32,331110,Sicarivs: The Night and the Silence,2015,drama crime thriller,7.2,28,0.4369,1.0,0.8854494,0.3333333333333333,0.72,0.0007004728191529283,0.0004954502269273173,1.0,0.7419052993414171,8,8
Avatar,1096978,Avatar,2006,drama,2,189362,Sunday Light,2007,drama romance thriller,6.0,10,0.5004,1.0,0.9026129,0.3333333333333333,0.6,0.00025016886398318864,0.0005674600447572203,1.0,0.7418887657122517,9,9
Avatar,1096978,Avatar,2006,drama,48,768566,The Day I Lost Myself,2020,drama thriller,7.5,16,0.2101,1.0,0.8809915,0.5,0.75,0.00040027018237310185,0.00023825610592224618,1.0,0.7417427495420044,10,10
Parasite,48311,Parasite,1982,horror science fiction,4,26889,The Brother from Another Planet,1984,comedy science fiction drama,6.658,98,0.6948,1.0,0.89969826,0.4,0.6658000000000001,0.002451654867035249,0.0007879121484758526,1.0,0.7466200682397561,1,1
Parasite,48311,Parasite,1982,horror science fiction,6,11683,Land of the Dead,2005,horror science fiction thriller,6.264,1801,3.3516,1.0,0.8957772,0.75,0.6264000000000001,0.045055412403372276,0.003800757565963828,1.0,0.7435545260218873,2,2
Parasite,48311,Parasite,1982,horror science fiction,1,40221,The Borrower,1991,science fiction comedy horror,5.0,60,0.809,1.0,0.9178598,0.75,0.5,0.0015010131838991319,0.0009174164192817571,1.0,0.7426861602040618,3,3
Parasite,48311,Parasite,1982,horror science fiction,5,92562,Metamorphosis: The Alien Factor,1990,horror science fiction,6.1,41,0.364,1.0,0.8990623,1.0,0.61,0.0010256923423310736,0.0004127806880328301,1.0,0.7404545600355488,4,4
Parasite,48311,Parasite,1982,horror science fiction,8,55792,Simon,1980,comedy science fiction,6.333,24,0.5773,1.0,0.8949791,0.5,0.6333,0.0006004052735596527,0.0006546656351685518,1.0,0.7399092290163466,5,5
Parasite,48311,Parasite,1982,horror science fiction,23,30921,Scanner Cop,1994,science fiction horror action,5.741,79,0.7735,1.0,0.88244605,0.75,0.5740999999999999,0.00197633402546719,0.000877158962069764,1.0,0.7253417428493822,6,6
Parasite,48311,Parasite,1982,horror science fiction,44,15158,Phantasm II,1988,action horror science fiction thriller,6.211,394,1.0556,1.0,0.87360966,0.6,0.6211,0.009856653240937633,0.0011970639952952075,1.0,0.7245090887389456,7,7
Parasite,48311,Parasite,1982,horror science fiction,12,170885,Annihilator,1986,science fiction horror tv movie,5.25,12,1.0698,1.0,0.8880398,0.6,0.525,0.00030020263677982636,0.0012131669781800046,1.0,0.7242367978994151,8,8
Parasite,48311,Parasite,1982,horror science fiction,2,77195,Neon City,1991,science fiction adventure action,4.895,38,0.4795,0.8571428571428571,0.89998996,0.4,0.48949999999999994,0.0009506416831361169,0.0005437591755817089,0.8571428571428571,0.7219142293340844,9,9
Parasite,48311,Parasite,1982,horror science fiction,13,78242,Peacemaker,1990,science fiction action,5.107,14,1.0203,1.0,0.88597184,0.5,0.5107,0.00035023640957646413,0.0011570333406590565,1.0,0.7213592992466124,10,10
La La Land,313369,La La Land,2016,comedy drama romance,1,42297,Burlesque,2010,drama romance,7.213,2379,4.4206,1.0,0.9184487,0.6666666666666666,0.7213,0.05951517274160058,0.005013017333840464,1.0,0.7701562150326969,1,1
La La Land,313369,La La Land,2016,comedy drama romance,15,332562,A Star Is Born,2018,music drama romance,7.493,12242,4.3434,1.0,0.8781662,0.5,0.7493000000000001,0.30625672328821957,0.004925471539565369,1.0,0.7644916608708272,2,2
La La Land,313369,La La Land,2016,comedy drama romance,38,194662,Birdman or (The Unexpected Virtue of Ignorance),2014,drama comedy,7.441,13594,6.0131,1.0,0.86451936,0.6666666666666666,0.7441,0.34007955369874665,0.006818932843984095,1.0,0.7572572415949785,3,3
La La Land,313369,La La Land,2016,comedy drama romance,4,786,Almost Famous,2000,drama music,7.5,3104,4.0695,1.0,0.8924538,0.25,0.75,0.07765241538038176,0.004614865411949456,1.0,0.756252893809267,4,4
La La Land,313369,La La Land,2016,comedy drama romance,29,22538,Scott Pilgrim vs. the World,2010,action comedy romance,7.486,8608,6.333,1.0,0.8693255,0.5,0.7485999999999999,0.21534535811672878,0.007181703564043717,1.0,0.7511181978988215,5,5
La La Land,313369,La La Land,2016,comedy drama romance,32,114,Pretty Woman,1990,romance comedy,7.4,8996,8.7503,1.0,0.8666575,0.6666666666666666,0.74,0.22505191003927652,0.00992295289696064,1.0,0.7493590095059293,6,6
La La Land,313369,La La Land,2016,comedy drama romance,5,243,High Fidelity,2000,drama comedy romance music,7.1,2194,2.2046,1.0,0.88595617,0.75,0.71,0.05488704875791159,0.002500044793508729,1.0,0.7457352860361786,7,7
La La Land,313369,La La Land,2016,comedy drama romance,34,4995,Boogie Nights,1997,drama comedy,7.6,3573,6.0518,1.0,0.86625826,0.6666666666666666,0.76,0.0893853351011933,0.006862819142409564,1.0,0.740012006148064,8,8
La La Land,313369,La La Land,2016,comedy drama romance,33,615777,Babylon,2022,drama comedy,7.349,3784,12.7052,1.0,0.8663448,0.6666666666666666,0.7349,0.09466389813123859,0.014407860432952509,1.0,0.7385130220808057,9,9
La La Land,313369,La La Land,2016,comedy drama romance,24,86829,Inside Llewyn Davis,2013,drama music,7.182,2931,2.9819,1.0,0.8720542,0.25,0.7182000000000001,0.07332449403347259,0.0033815130045194946,1.0,0.7383606054329941,10,10
Spirited Away,129,Spirited Away,2001,animation family fantasy,9,4935,Howl's Moving Castle,2004,fantasy animation adventure,8.388,11107,22.0571,1.0,0.9471463,0.5,0.8388,0.2778625572261276,0.02501303547804653,1.0,0.8208623270615535,1,1
Spirited Away,129,Spirited Away,2001,animation family fantasy,19,8392,My Neighbor Totoro,1988,fantasy animation family,8.064,8826,12.5797,1.0,0.94116837,1.0,0.8064,0.2207990393515623,0.01426554181661152,1.0,0.8081203700752878,2,2
Spirited Away,129,Spirited Away,2001,animation family fantasy,2,51739,The Secret World of Arrietty,2010,fantasy animation family,7.67,3175,6.5412,1.0,0.9615929,1.0,0.767,0.0794286143146624,0.007417805045495463,1.0,0.8066885654983577,3,3
Spirited Away,129,Spirited Away,2001,animation family fantasy,5,1359607,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,2025,animation comedy fantasy,8.522,46,4.9796,1.0,0.9530922,0.5,0.8522000000000001,0.0011507767743226679,0.0056469305333194525,1.0,0.8028718872792782,4,4
Spirited Away,129,Spirited Away,2001,animation family fantasy,3,648457,DEEMO Memorial Keys,2022,animation drama romance mystery fantasy,7.5,18,1.5049,1.0,0.9611633,0.3333333333333333,0.75,0.00045030395516973957,0.0017065759819247417,1.0,0.7979697946351485,5,5
Spirited Away,129,Spirited Away,2001,animation family fantasy,15,810693,Jujutsu Kaisen 0,2021,animation action fantasy,8.104,1758,11.8115,1.0,0.94502455,0.5,0.8103999999999999,0.043979686288244564,0.013394393122801575,1.0,0.7970131674216556,6,6
Spirited Away,129,Spirited Away,2001,animation family fantasy,1,942881,Lonely Castle in the Mirror,2022,animation drama mystery fantasy,7.1,106,1.4548,1.0,0.96373177,0.4,0.71,0.0026517899582217995,0.0016497619366762674,1.0,0.7959398655322251,7,7
Spirited Away,129,Spirited Away,2001,animation family fantasy,18,92321,Hotarubi no Mori e,2011,romance animation fantasy,8.257,1218,0.0099,1.0,0.94192606,0.5,0.8257,0.030470567633152378,1.1226727504189612e-05,1.0,0.7943566732815776,8,8
Spirited Away,129,Spirited Away,2001,animation family fantasy,16,916224,Suzume,2022,animation drama adventure fantasy,7.886,1745,8.9591,1.0,0.94370866,0.4,0.7886,0.04365446676506642,0.010159734786139912,1.0,0.7936596007762352,9,9
Spirited Away,129,Spirited Away,2001,animation family fantasy,4,492136,Destiny: The Tale of Kamakura,2017,mystery drama fantasy,7.421,38,1.1928,1.0,0.9545947,0.2,0.7421,0.0009506416831361169,0.0013526505623229666,1.0,0.7925970268740136,10,10
